,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,song_title,artist,rock,funk,eletronica,rap,sertanejo,metal
21,3.18e-06,https://api.spotify.com/v1/audio-analysis/1ODqwpODWefmhyPL8djaeq,0.422,250269,0.9,1ODqwpODWefmhyPL8djaeq,0.448,4,0.0711,4.506,0,0.0392,105.04,3,https://api.spotify.com/v1/tracks/1ODqwpODWefmhyPL8djaeq,audio_features,spotify:track:1ODqwpODWefmhyPL8djaeq,0.19,Rites of Investiture,Circa Survive,1,0,0,0,0,0
22,0.0102,https://api.spotify.com/v1/audio-analysis/7dBMQbBKG6n9HkVXkUKnhQ,0.474,274282,0.843,7dBMQbBKG6n9HkVXkUKnhQ,0.104,0,0.362,5.909,1,0.272,97.691,4,https://api.spotify.com/v1/tracks/7dBMQbBKG6n9HkVXkUKnhQ,audio_features,spotify:track:7dBMQbBKG6n9HkVXkUKnhQ,0.433,The Way You Used To Do,Queens of the Stone Age,1,0,0,0,0,0
23,0.00595,https://api.spotify.com/v1/audio-analysis/7JuD5r43XpRLSrUBRBQ7Dy,0.578,181213,0.953,7JuD5r43XpRLSrUBRBQ7Dy,0.264,4,0.132,3.215,1,0.0447,123.976,4,https://api.spotify.com/v1/tracks/7JuD5r43XpRLSrUBRBQ7Dy,audio_features,spotify:track:7JuD5r43XpRLSrUBRBQ7Dy,0.517,Highway Tune,Greta Van Fleet,1,0,0,0,0,0
24,0.00024,https://api.spotify.com/v1/audio-analysis/53ZlzNQ4967WaaMGthP6jb,0.643,195365,0.841,53ZlzNQ4967WaaMGthP6jb,0.00185,2,0.0348,5.139,1,0.0735,130.004,4,https://api.spotify.com/v1/tracks/53ZlzNQ4967WaaMGthP6jb,audio_features,spotify:track:53ZlzNQ4967WaaMGthP6jb,0.614,The Party,Hightower,1,0,0,0,0,0
25,0.000827,https://api.spotify.com/v1/audio-analysis/4G3DWijMhNkWZwLcxnDI0H,0.512,198081,0.724,4G3DWijMhNkWZwLcxnDI0H,0.000144,0,0.237,5.912,1,0.0313,130.037,4,https://api.spotify.com/v1/tracks/4G3DWijMhNkWZwLcxnDI0H,audio_features,spotify:track:4G3DWijMhNkWZwLcxnDI0H,0.531,Freeze Me,Death From Above 1979,1,0,0,0,0,0
26,0.00689,https://api.spotify.com/v1/audio-analysis/30bkzkVhHJYTuHt8eEJ7gL,0.439,180467,0.847,30bkzkVhHJYTuHt8eEJ7gL,0.0,1,0.298,4.405,1,0.0806,171.889,4,https://api.spotify.com/v1/tracks/30bkzkVhHJYTuHt8eEJ7gL,audio_features,spotify:track:30bkzkVhHJYTuHt8eEJ7gL,0.628,Weak Spots,Johnossi,1,0,0,0,0,0
27,0.00261,https://api.spotify.com/v1/audio-analysis/5khYAz4zsbrNOkWPmQIc5F,0.532,178795,0.892,5khYAz4zsbrNOkWPmQIc5F,0.000519,11,0.228,4.698,0,0.071,85.99,4,https://api.spotify.com/v1/tracks/5khYAz4zsbrNOkWPmQIc5F,audio_features,spotify:track:5khYAz4zsbrNOkWPmQIc5F,0.808,Reckless Tongue,Airways,1,0,0,0,0,0
28,0.000136,https://api.spotify.com/v1/audio-analysis/7aQT5OB4zEgyyxfRDbOBIt,0.457,201680,0.941,7aQT5OB4zEgyyxfRDbOBIt,3.12e-06,6,0.0896,5.174,1,0.0339,154.038,4,https://api.spotify.com/v1/tracks/7aQT5OB4zEgyyxfRDbOBIt,audio_features,spotify:track:7aQT5OB4zEgyyxfRDbOBIt,0.704,Highway,Bleeker,1,0,0,0,0,0
29,0.000957,https://api.spotify.com/v1/audio-analysis/04fI6E4QijP5XLehD6JSxu,0.552,209387,0.93,04fI6E4QijP5XLehD6JSxu,0.0,8,0.0681,2.744,1,0.04,125.902,4,https://api.spotify.com/v1/tracks/04fI6E4QijP5XLehD6JSxu,audio_features,spotify:track:04fI6E4QijP5XLehD6JSxu,0.45,Temple,Tonight Alive,1,0,0,0,0,0
30,0.00227,https://api.spotify.com/v1/audio-analysis/34UHGvn6Zu0TgkIX4egHO3,0.534,172892,0.847,34UHGvn6Zu0TgkIX4egHO3,1.04e-06,7,0.569,4.176,1,0.0482,96.017,4,https://api.spotify.com/v1/tracks/34UHGvn6Zu0TgkIX4egHO3,audio_features,spotify:track:34UHGvn6Zu0TgkIX4egHO3,0.606,Control,Twin Wild,1,0,0,0,0,0
31,0.0234,https://api.spotify.com/v1/audio-analysis/0Tr5G2mE56eLUGvCaXRM8I,0.378,234240,0.925,0Tr5G2mE56eLUGvCaXRM8I,0.00062,9,0.18,3.781,1,0.185,108.525,4,https://api.spotify.com/v1/tracks/0Tr5G2mE56eLUGvCaXRM8I,audio_features,spotify:track:0Tr5G2mE56eLUGvCaXRM8I,0.584,No Good,Kaleo,1,0,0,0,0,0
32,0.0133,https://api.spotify.com/v1/audio-analysis/7pV6zXFpCwrrmcosBAtp0o,0.639,233173,0.71,7pV6zXFpCwrrmcosBAtp0o,0.0,1,0.118,7.445,1,0.0275,119.989,4,https://api.spotify.com/v1/tracks/7pV6zXFpCwrrmcosBAtp0o,audio_features,spotify:track:7pV6zXFpCwrrmcosBAtp0o,0.378,Rx (Medicate),Theory of a Deadman,1,0,0,0,0,0
33,0.0113,https://api.spotify.com/v1/audio-analysis/6PtIXICwmoxCgLjw2zApDs,0.371,220538,0.921,6PtIXICwmoxCgLjw2zApDs,2.7e-05,9,0.43,5.533,1,0.0784,109.675,4,https://api.spotify.com/v1/tracks/6PtIXICwmoxCgLjw2zApDs,audio_features,spotify:track:6PtIXICwmoxCgLjw2zApDs,0.508,"Young Lady, You're Scaring Me",Ron Gallo,1,0,0,0,0,0
34,7.17e-05,https://api.spotify.com/v1/audio-analysis/6MYDgwoVMBlxhYnaRVjgN7,0.407,212920,0.932,6MYDgwoVMBlxhYnaRVjgN7,2.69e-05,5,0.12,5.923,0,0.0798,165.028,5,https://api.spotify.com/v1/tracks/6MYDgwoVMBlxhYnaRVjgN7,audio_features,spotify:track:6MYDgwoVMBlxhYnaRVjgN7,0.291,Still Here,Ego Kill Talent,1,0,0,0,0,0
35,0.00264,https://api.spotify.com/v1/audio-analysis/5jsDxDkJ1PqyYUWhDMr86B,0.481,256533,0.945,5jsDxDkJ1PqyYUWhDMr86B,0.0,1,0.135,5.468,1,0.0813,157.059,4,https://api.spotify.com/v1/tracks/5jsDxDkJ1PqyYUWhDMr86B,audio_features,spotify:track:5jsDxDkJ1PqyYUWhDMr86B,0.427,Song #3,Stone Sour,1,0,0,0,0,0
36,5.83e-05,https://api.spotify.com/v1/audio-analysis/2f3BjA4maW3J0W0lbK6dEt,0.465,204427,0.874,2f3BjA4maW3J0W0lbK6dEt,0.0,4,0.16,5.058,0,0.0523,85.947,4,https://api.spotify.com/v1/tracks/2f3BjA4maW3J0W0lbK6dEt,audio_features,spotify:track:2f3BjA4maW3J0W0lbK6dEt,0.379,Madness,All That Remains,1,0,0,0,0,0
37,2.41e-05,https://api.spotify.com/v1/audio-analysis/7nhWGgLQCCH8AhhLGUjutJ,0.461,250213,0.796,7nhWGgLQCCH8AhhLGUjutJ,0.127,2,0.106,4.359,1,0.0328,84.001,4,https://api.spotify.com/v1/tracks/7nhWGgLQCCH8AhhLGUjutJ,audio_features,spotify:track:7nhWGgLQCCH8AhhLGUjutJ,0.589,Let You Down,Seether,1,0,0,0,0,0
38,0.104,https://api.spotify.com/v1/audio-analysis/2XTkpF9T2PKvcLgamGJGx1,0.365,268733,0.804,2XTkpF9T2PKvcLgamGJGx1,6.58e-05,9,0.15,5.922,0,0.105,171.597,4,https://api.spotify.com/v1/tracks/2XTkpF9T2PKvcLgamGJGx1,audio_features,spotify:track:2XTkpF9T2PKvcLgamGJGx1,0.577,Goodbye Angels,Red Hot Chili Peppers,1,0,0,0,0,0
39,6.06e-06,https://api.spotify.com/v1/audio-analysis/4KSwyQuDTKqpdl2MAzXlcq,0.42,175500,0.818,4KSwyQuDTKqpdl2MAzXlcq,0.0156,8,0.373,6.626,1,0.052,137.958,4,https://api.spotify.com/v1/tracks/4KSwyQuDTKqpdl2MAzXlcq,audio_features,spotify:track:4KSwyQuDTKqpdl2MAzXlcq,0.533,The Right Mistake,Decades,1,0,0,0,0,0
40,0.000958,https://api.spotify.com/v1/audio-analysis/3IEHJ5lWMxExmrn2zlhcVu,0.318,192560,0.914,3IEHJ5lWMxExmrn2zlhcVu,8.98e-05,0,0.368,4.147,1,0.279,187.773,4,https://api.spotify.com/v1/tracks/3IEHJ5lWMxExmrn2zlhcVu,audio_features,spotify:track:3IEHJ5lWMxExmrn2zlhcVu,0.323,Champion,Fall Out Boy,1,0,0,0,0,0
41,9.6e-05,https://api.spotify.com/v1/audio-analysis/5pA8rhMNWI0BgoFXArpqKp,0.603,177453,0.831,5pA8rhMNWI0BgoFXArpqKp,1.32e-05,4,0.191,5.437,0,0.0721,119.948,4,https://api.spotify.com/v1/tracks/5pA8rhMNWI0BgoFXArpqKp,audio_features,spotify:track:5pA8rhMNWI0BgoFXArpqKp,0.337,Cobra,Far From Alaska,1,0,0,0,0,0
42,4.28e-05,https://api.spotify.com/v1/audio-analysis/62ovcuwlrPHfLxueBGokp1,0.29,228720,0.928,62ovcuwlrPHfLxueBGokp1,9.97e-05,10,0.0822,2.402,0,0.0586,184.052,4,https://api.spotify.com/v1/tracks/62ovcuwlrPHfLxueBGokp1,audio_features,spotify:track:62ovcuwlrPHfLxueBGokp1,0.588,The Violence,Rise Against,1,0,0,0,0,0
43,4.63e-05,https://api.spotify.com/v1/audio-analysis/3oqYMRKQcwyNmFn1VD2ukD,0.419,180853,0.971,3oqYMRKQcwyNmFn1VD2ukD,1.43e-05,7,0.171,3.622,1,0.0909,180.033,4,https://api.spotify.com/v1/tracks/3oqYMRKQcwyNmFn1VD2ukD,audio_features,spotify:track:3oqYMRKQcwyNmFn1VD2ukD,0.677,Revolution Radio,Green Day,1,0,0,0,0,0
44,0.00456,https://api.spotify.com/v1/audio-analysis/3meXdlcyYTgukuOfX6VyhJ,0.513,272240,0.932,3meXdlcyYTgukuOfX6VyhJ,2.48e-05,10,0.245,5.016,1,0.172,168.062,4,https://api.spotify.com/v1/tracks/3meXdlcyYTgukuOfX6VyhJ,audio_features,spotify:track:3meXdlcyYTgukuOfX6VyhJ,0.665,Amsterdam,Nothing But Thieves,1,0,0,0,0,0
45,0.283,https://api.spotify.com/v1/audio-analysis/0gL4RuAaXBBC5eNnlGwa6V,0.593,216771,0.711,0gL4RuAaXBBC5eNnlGwa6V,0.0,7,0.208,6.593,0,0.0301,121.96,4,https://api.spotify.com/v1/tracks/0gL4RuAaXBBC5eNnlGwa6V,audio_features,spotify:track:0gL4RuAaXBBC5eNnlGwa6V,0.25,Periscope (feat. Skylar Grey),Papa Roach,1,0,0,0,0,0
46,9.78e-05,https://api.spotify.com/v1/audio-analysis/4STtE8vtSXM17vVqp4KQhK,0.156,194973,0.849,4STtE8vtSXM17vVqp4KQhK,0.554,3,0.0793,5.5,0,0.0664,186.164,3,https://api.spotify.com/v1/tracks/4STtE8vtSXM17vVqp4KQhK,audio_features,spotify:track:4STtE8vtSXM17vVqp4KQhK,0.571,Lullaby,Frank Carter & The Rattlesnakes,1,0,0,0,0,0
47,0.000136,https://api.spotify.com/v1/audio-analysis/2mwnYvlLVP465u9V9wjUGj,0.4,245573,0.946,2mwnYvlLVP465u9V9wjUGj,0.853,1,0.155,3.966,0,0.0634,161.591,4,https://api.spotify.com/v1/tracks/2mwnYvlLVP465u9V9wjUGj,audio_features,spotify:track:2mwnYvlLVP465u9V9wjUGj,0.611,Find Me,Kings of Leon,1,0,0,0,0,0
48,0.000359,https://api.spotify.com/v1/audio-analysis/7bt2Ii7x0O2XX9MNFuxnBV,0.302,229551,0.814,7bt2Ii7x0O2XX9MNFuxnBV,3.82e-06,2,0.12,6.629,1,0.185,174.734,4,https://api.spotify.com/v1/tracks/7bt2Ii7x0O2XX9MNFuxnBV,audio_features,spotify:track:7bt2Ii7x0O2XX9MNFuxnBV,0.57,Collision Course (feat. Far From Alaska & Ego Kill Talent),Far From Alaska,1,0,0,0,0,0
49,0.000353,https://api.spotify.com/v1/audio-analysis/5V3mdRI2yQxbSsJGDPc5lD,0.42,210240,0.929,5V3mdRI2yQxbSsJGDPc5lD,0.000747,7,0.122,3.899,0,0.121,127.204,4,https://api.spotify.com/v1/tracks/5V3mdRI2yQxbSsJGDPc5lD,audio_features,spotify:track:5V3mdRI2yQxbSsJGDPc5lD,0.3,Chop Suey!,System Of A Down,1,0,0,0,0,0
0,0.0133,https://api.spotify.com/v1/audio-analysis/7pV6zXFpCwrrmcosBAtp0o,0.639,233173,0.71,7pV6zXFpCwrrmcosBAtp0o,0.0,1,0.118,7.445,1,0.0275,119.989,4,https://api.spotify.com/v1/tracks/7pV6zXFpCwrrmcosBAtp0o,audio_features,spotify:track:7pV6zXFpCwrrmcosBAtp0o,0.378,Rx (Medicate),Theory of a Deadman,1,0,0,0,0,0
1,0.161,https://api.spotify.com/v1/audio-analysis/3H5EsEaJZNdmtuyWOWdSC9,0.357,235720,0.919,3H5EsEaJZNdmtuyWOWdSC9,2.17e-05,2,0.322,4.271,1,0.0487,175.9,4,https://api.spotify.com/v1/tracks/3H5EsEaJZNdmtuyWOWdSC9,audio_features,spotify:track:3H5EsEaJZNdmtuyWOWdSC9,0.738,Safari Song,Greta Van Fleet,1,0,0,0,0,0
2,0.000119,https://api.spotify.com/v1/audio-analysis/5UMD1Iz7yyVK8Q5FLsVt3q,0.492,188228,0.761,5UMD1Iz7yyVK8Q5FLsVt3q,0.0,8,0.0934,7.041,1,0.0363,139.98,4,https://api.spotify.com/v1/tracks/5UMD1Iz7yyVK8Q5FLsVt3q,audio_features,spotify:track:5UMD1Iz7yyVK8Q5FLsVt3q,0.395,Walk On Water,Thirty Seconds To Mars,1,0,0,0,0,0
3,0.000735,https://api.spotify.com/v1/audio-analysis/3PBXTtPiOqfYcbc30ydVTz,0.495,198080,0.747,3PBXTtPiOqfYcbc30ydVTz,0.000356,0,0.192,5.302,1,0.0328,130.04,4,https://api.spotify.com/v1/tracks/3PBXTtPiOqfYcbc30ydVTz,audio_features,spotify:track:3PBXTtPiOqfYcbc30ydVTz,0.457,Freeze Me,Death From Above 1979,1,0,0,0,0,0
4,0.00129,https://api.spotify.com/v1/audio-analysis/03YoRDLmG333y0ORu2D5A4,0.462,223067,0.957,03YoRDLmG333y0ORu2D5A4,0.00203,10,0.314,3.304,1,0.131,165.112,4,https://api.spotify.com/v1/tracks/03YoRDLmG333y0ORu2D5A4,audio_features,spotify:track:03YoRDLmG333y0ORu2D5A4,0.498,Run For Cover,The Killers,1,0,0,0,0,0
5,0.00464,https://api.spotify.com/v1/audio-analysis/5f8z7Cp7CY9T54Cnq1YVlh,0.638,214147,0.6,5f8z7Cp7CY9T54Cnq1YVlh,0.00988,1,0.0565,4.397,1,0.0279,88.006,4,https://api.spotify.com/v1/tracks/5f8z7Cp7CY9T54Cnq1YVlh,audio_features,spotify:track:5f8z7Cp7CY9T54Cnq1YVlh,0.579,Giver,K.Flay,1,0,0,0,0,0
6,0.002,https://api.spotify.com/v1/audio-analysis/60eOMEt3WNVX1m1jmApmnX,0.546,246787,0.583,60eOMEt3WNVX1m1jmApmnX,0.173,6,0.115,7.317,0,0.0348,128.017,4,https://api.spotify.com/v1/tracks/60eOMEt3WNVX1m1jmApmnX,audio_features,spotify:track:60eOMEt3WNVX1m1jmApmnX,0.235,Live In The Moment,Portugal. The Man,1,0,0,0,0,0
7,0.0015,https://api.spotify.com/v1/audio-analysis/25tbnjnjZjXIYrfgqGKxpG,0.587,223147,0.549,25tbnjnjZjXIYrfgqGKxpG,0.0,5,0.0862,7.817,1,0.0347,89.952,4,https://api.spotify.com/v1/tracks/25tbnjnjZjXIYrfgqGKxpG,audio_features,spotify:track:25tbnjnjZjXIYrfgqGKxpG,0.364,Ahead Of Myself,X Ambassadors,1,0,0,0,0,0
8,0.0557,https://api.spotify.com/v1/audio-analysis/3tA2Khh4RpQThUoX22PQAG,0.534,230697,0.615,3tA2Khh4RpQThUoX22PQAG,2.16e-06,11,0.0992,5.411,0,0.0389,141.915,4,https://api.spotify.com/v1/tracks/3tA2Khh4RpQThUoX22PQAG,audio_features,spotify:track:3tA2Khh4RpQThUoX22PQAG,0.397,Legendary,Welshly Arms,1,0,0,0,0,0
9,0.264,https://api.spotify.com/v1/audio-analysis/1LzguIGcb1qtA1Kw9pfwAP,0.863,235813,0.657,1LzguIGcb1qtA1Kw9pfwAP,0.00619,7,0.0713,7.295,1,0.105,115.958,4,https://api.spotify.com/v1/tracks/1LzguIGcb1qtA1Kw9pfwAP,audio_features,spotify:track:1LzguIGcb1qtA1Kw9pfwAP,0.829,No Roots,Alice Merton,1,0,0,0,0,0
10,0.178,https://api.spotify.com/v1/audio-analysis/5GI8QlM6RlyZjegB9CFk7U,0.541,237568,0.718,5GI8QlM6RlyZjegB9CFk7U,0.0,1,0.0956,5.544,0,0.0295,146.037,4,https://api.spotify.com/v1/tracks/5GI8QlM6RlyZjegB9CFk7U,audio_features,spotify:track:5GI8QlM6RlyZjegB9CFk7U,0.541,Jungle (Radio Edit),Tash Sultana,1,0,0,0,0,0
11,0.00298,https://api.spotify.com/v1/audio-analysis/15BsrefgYpMgu1ZCIr8EJw,0.583,202627,0.926,15BsrefgYpMgu1ZCIr8EJw,0.00101,0,0.121,3.296,1,0.0318,99.988,4,https://api.spotify.com/v1/tracks/15BsrefgYpMgu1ZCIr8EJw,audio_features,spotify:track:15BsrefgYpMgu1ZCIr8EJw,0.2,Painkiller,DREAMERS,1,0,0,0,0,0
12,0.000799,https://api.spotify.com/v1/audio-analysis/5vFshmrfuOng89bVtW33J9,0.358,244573,0.549,5vFshmrfuOng89bVtW33J9,0.00503,11,0.22,7.843,0,0.0693,130.733,4,https://api.spotify.com/v1/tracks/5vFshmrfuOng89bVtW33J9,audio_features,spotify:track:5vFshmrfuOng89bVtW33J9,0.533,The Sky Is A Neighborhood,Foo Fighters,1,0,0,0,0,0
13,0.00241,https://api.spotify.com/v1/audio-analysis/4lOavMadLCGAOJEvMJ5t4t,0.615,221707,0.74,4lOavMadLCGAOJEvMJ5t4t,0.00113,7,0.115,4.662,0,0.0754,118.957,4,https://api.spotify.com/v1/tracks/4lOavMadLCGAOJEvMJ5t4t,audio_features,spotify:track:4lOavMadLCGAOJEvMJ5t4t,0.219,24/7,The Neighbourhood,1,0,0,0,0,0
