,acousticness,analysis_url,artist,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,song_title,speechiness,tempo,time_signature,track_href,type,uri,valence,0
29,0.00555,https://api.spotify.com/v1/audio-analysis/2bEv9gQP8C5rahpptvSt0F,Navigateur,0.415,205976.0,0.489,2bEv9gQP8C5rahpptvSt0F,0.00191,1.0,0.328,-8.426,1.0,High School,0.0386,97.999,4.0,https://api.spotify.com/v1/tracks/2bEv9gQP8C5rahpptvSt0F,audio_features,spotify:track:2bEv9gQP8C5rahpptvSt0F,0.0608,
30,0.0106,https://api.spotify.com/v1/audio-analysis/7AtoW1bWe8NrfmzVXm15qY,Navigateur,0.531,219089.0,0.507,7AtoW1bWe8NrfmzVXm15qY,0.467,1.0,0.563,-11.182,1.0,Nobody Knows,0.0501,115.057,4.0,https://api.spotify.com/v1/tracks/7AtoW1bWe8NrfmzVXm15qY,audio_features,spotify:track:7AtoW1bWe8NrfmzVXm15qY,0.317,
31,0.0217,https://api.spotify.com/v1/audio-analysis/2WCveeofd0kR3foemnS2OK,Teamm Jordann,0.556,221512.0,0.989,2WCveeofd0kR3foemnS2OK,0.833,2.0,0.335,-1.538,1.0,Stadium (Ignition),0.0466,91.065,4.0,https://api.spotify.com/v1/tracks/2WCveeofd0kR3foemnS2OK,audio_features,spotify:track:2WCveeofd0kR3foemnS2OK,0.0605,
32,0.0295,https://api.spotify.com/v1/audio-analysis/6dejyQJQd7681mmktU7lu1,Teamm Jordann,0.153,174976.0,0.847,6dejyQJQd7681mmktU7lu1,0.616,8.0,0.436,-14.897,1.0,I Need a Moment,0.151,76.906,4.0,https://api.spotify.com/v1/tracks/6dejyQJQd7681mmktU7lu1,audio_features,spotify:track:6dejyQJQd7681mmktU7lu1,0.0377,
33,0.00666,https://api.spotify.com/v1/audio-analysis/6qhwfTLeuGIFG279xLBBU9,Teamm Jordann,0.552,191990.0,0.903,6qhwfTLeuGIFG279xLBBU9,0.651,5.0,0.332,-7.565,0.0,"Ass Clap Therapy (20,000 Hits)",0.08,159.889,4.0,https://api.spotify.com/v1/tracks/6qhwfTLeuGIFG279xLBBU9,audio_features,spotify:track:6qhwfTLeuGIFG279xLBBU9,0.301,
34,0.0745,https://api.spotify.com/v1/audio-analysis/2dJWC1hsGkjZr0Cajm1Cnm,Teamm Jordann,0.369,166658.0,0.975,2dJWC1hsGkjZr0Cajm1Cnm,0.899,0.0,0.451,-7.822,1.0,Hall of Fame,0.116,121.521,4.0,https://api.spotify.com/v1/tracks/2dJWC1hsGkjZr0Cajm1Cnm,audio_features,spotify:track:2dJWC1hsGkjZr0Cajm1Cnm,0.046,
35,0.0302,https://api.spotify.com/v1/audio-analysis/6TcMhJGy8GZ3Eb2ILjKc6F,Napolian,0.823,199360.0,0.499,6TcMhJGy8GZ3Eb2ILjKc6F,0.284,1.0,0.0509,-9.899,0.0,False Memories - EP,0.0683,128.986,4.0,https://api.spotify.com/v1/tracks/6TcMhJGy8GZ3Eb2ILjKc6F,audio_features,spotify:track:6TcMhJGy8GZ3Eb2ILjKc6F,0.841,
36,0.168,https://api.spotify.com/v1/audio-analysis/2Mbk8JrX3cgZVpWbGg1giK,Napolian,0.743,223480.0,0.556,2Mbk8JrX3cgZVpWbGg1giK,0.55,9.0,0.153,-10.467,0.0,Banquet - EP,0.0921,140.06,3.0,https://api.spotify.com/v1/tracks/2Mbk8JrX3cgZVpWbGg1giK,audio_features,spotify:track:2Mbk8JrX3cgZVpWbGg1giK,0.138,
37,0.162,https://api.spotify.com/v1/audio-analysis/3JsBJy4aIjAJ3GSjMQ4yaB,Napolian,0.569,233861.0,0.87,3JsBJy4aIjAJ3GSjMQ4yaB,0.881,0.0,0.128,-11.249,1.0,My Refuge - EP,0.0865,139.918,4.0,https://api.spotify.com/v1/tracks/3JsBJy4aIjAJ3GSjMQ4yaB,audio_features,spotify:track:3JsBJy4aIjAJ3GSjMQ4yaB,0.225,
38,0.496,https://api.spotify.com/v1/audio-analysis/4DYkqPH6Hc4I7m53fwy2Ra,Napolian,0.669,220880.0,0.748,4DYkqPH6Hc4I7m53fwy2Ra,0.818,6.0,0.724,-12.183,1.0,Rejoice - EP,0.352,150.084,4.0,https://api.spotify.com/v1/tracks/4DYkqPH6Hc4I7m53fwy2Ra,audio_features,spotify:track:4DYkqPH6Hc4I7m53fwy2Ra,0.339,
39,0.0855,https://api.spotify.com/v1/audio-analysis/1WEPqynCKWE1BPoxWBWZfN,Airbird & Napolian,0.585,181803.0,0.859,1WEPqynCKWE1BPoxWBWZfN,0.59,2.0,0.0768,-8.163,0.0,In The Zone,0.152,90.486,4.0,https://api.spotify.com/v1/tracks/1WEPqynCKWE1BPoxWBWZfN,audio_features,spotify:track:1WEPqynCKWE1BPoxWBWZfN,0.791,
40,0.0986,https://api.spotify.com/v1/audio-analysis/5VHFV5JrXJcImVh7bvm67g,Airbird & Napolian,0.86,221057.0,0.715,5VHFV5JrXJcImVh7bvm67g,0.0863,10.0,0.482,-10.093,0.0,Special,0.281,126.005,4.0,https://api.spotify.com/v1/tracks/5VHFV5JrXJcImVh7bvm67g,audio_features,spotify:track:5VHFV5JrXJcImVh7bvm67g,0.627,
41,0.0732,https://api.spotify.com/v1/audio-analysis/1SOxGmojgZbDlfDU7M4sJv,Spazzkid,0.671,260377.0,0.934,1SOxGmojgZbDlfDU7M4sJv,0.0,5.0,0.234,-4.18,0.0,Loving Free (Saint Pepsi Remix),0.428,105.99,4.0,https://api.spotify.com/v1/tracks/1SOxGmojgZbDlfDU7M4sJv,audio_features,spotify:track:1SOxGmojgZbDlfDU7M4sJv,0.637,
42,0.0505,https://api.spotify.com/v1/audio-analysis/4MrLK5ZuFfyqjH1HZPkXvH,Phil Gerus,0.645,191804.0,0.572,4MrLK5ZuFfyqjH1HZPkXvH,0.831,1.0,0.0828,-10.063,0.0,Don't Kiss Me While I'm Swimming,0.0494,89.999,4.0,https://api.spotify.com/v1/tracks/4MrLK5ZuFfyqjH1HZPkXvH,audio_features,spotify:track:4MrLK5ZuFfyqjH1HZPkXvH,0.397,
43,0.00217,https://api.spotify.com/v1/audio-analysis/0H36B3zYP0p5JDrQWkgpby,Phil Gerus,0.739,148765.0,0.4,0H36B3zYP0p5JDrQWkgpby,0.723,1.0,0.123,-9.858,1.0,Finding Nash,0.0447,97.023,4.0,https://api.spotify.com/v1/tracks/0H36B3zYP0p5JDrQWkgpby,audio_features,spotify:track:0H36B3zYP0p5JDrQWkgpby,0.232,
44,0.174,https://api.spotify.com/v1/audio-analysis/6UjDckaxVote8QhMXosgNy,Phil Gerus,0.662,146051.0,0.561,6UjDckaxVote8QhMXosgNy,0.538,1.0,0.215,-10.327,1.0,Lust Escort,0.0517,170.502,4.0,https://api.spotify.com/v1/tracks/6UjDckaxVote8QhMXosgNy,audio_features,spotify:track:6UjDckaxVote8QhMXosgNy,0.908,
45,0.157,https://api.spotify.com/v1/audio-analysis/0CD0nIlXaUGtlspTQgKDRw,Phil Gerus,0.753,157193.0,0.552,0CD0nIlXaUGtlspTQgKDRw,0.209,1.0,0.414,-9.551,1.0,Surfing The Wave,0.282,98.601,4.0,https://api.spotify.com/v1/tracks/0CD0nIlXaUGtlspTQgKDRw,audio_features,spotify:track:0CD0nIlXaUGtlspTQgKDRw,0.558,
46,0.107,https://api.spotify.com/v1/audio-analysis/6DgLkc9U0aGbAT3LTfikJd,Phil Gerus,0.782,118608.0,0.673,6DgLkc9U0aGbAT3LTfikJd,0.2,5.0,0.264,-7.499,0.0,Vieux Caree,0.0261,80.69,4.0,https://api.spotify.com/v1/tracks/6DgLkc9U0aGbAT3LTfikJd,audio_features,spotify:track:6DgLkc9U0aGbAT3LTfikJd,0.777,
47,0.522,https://api.spotify.com/v1/audio-analysis/5CDVcJxZfBC2pFDCNBt8dJ,Free Weed,0.574,151000.0,0.654,5CDVcJxZfBC2pFDCNBt8dJ,0.973,9.0,0.345,-13.152,0.0,Summer Salt,0.0357,119.981,4.0,https://api.spotify.com/v1/tracks/5CDVcJxZfBC2pFDCNBt8dJ,audio_features,spotify:track:5CDVcJxZfBC2pFDCNBt8dJ,0.51,
48,0.0781,https://api.spotify.com/v1/audio-analysis/0M6d9a95pZKwRafMbv12W5,luxury elite,0.679,120270.0,0.616,0M6d9a95pZKwRafMbv12W5,0.413,1.0,0.0728,-7.855,1.0,Temptation,0.0949,176.713,3.0,https://api.spotify.com/v1/tracks/0M6d9a95pZKwRafMbv12W5,audio_features,spotify:track:0M6d9a95pZKwRafMbv12W5,0.964,
49,1.61e-05,https://api.spotify.com/v1/audio-analysis/5vVOSgxbNF7FFcLn8wDMo1,luxury elite,0.404,141921.0,0.741,5vVOSgxbNF7FFcLn8wDMo1,0.936,5.0,0.682,-10.248,0.0,Self-Discovery,0.0267,164.747,4.0,https://api.spotify.com/v1/tracks/5vVOSgxbNF7FFcLn8wDMo1,audio_features,spotify:track:5vVOSgxbNF7FFcLn8wDMo1,0.732,
50,0.0517,https://api.spotify.com/v1/audio-analysis/2bMxRECKQGtweVQDtDUSWY,luxury elite,0.79,115267.0,0.756,2bMxRECKQGtweVQDtDUSWY,0.819,10.0,0.0951,-9.949,0.0,Vanity,0.102,82.818,4.0,https://api.spotify.com/v1/tracks/2bMxRECKQGtweVQDtDUSWY,audio_features,spotify:track:2bMxRECKQGtweVQDtDUSWY,0.94,
51,0.048,https://api.spotify.com/v1/audio-analysis/5k6eVe10TeXP3yURiFkN8G,luxury elite,0.699,139991.0,0.455,5k6eVe10TeXP3yURiFkN8G,0.904,7.0,0.123,-10.182,0.0,Limousine,0.0484,164.739,4.0,https://api.spotify.com/v1/tracks/5k6eVe10TeXP3yURiFkN8G,audio_features,spotify:track:5k6eVe10TeXP3yURiFkN8G,0.572,
52,0.0195,https://api.spotify.com/v1/audio-analysis/0pTJDdvw1NsPGy44uRxMCr,luxury elite,0.911,119128.0,0.545,0pTJDdvw1NsPGy44uRxMCr,0.811,1.0,0.124,-10.108,1.0,Classy,0.0775,136.907,1.0,https://api.spotify.com/v1/tracks/0pTJDdvw1NsPGy44uRxMCr,audio_features,spotify:track:0pTJDdvw1NsPGy44uRxMCr,0.871,
53,0.149,https://api.spotify.com/v1/audio-analysis/0CMajrnQq6lvUszgj0lIbl,luxury elite,0.662,88520.0,0.541,0CMajrnQq6lvUszgj0lIbl,0.312,4.0,0.259,-9.668,0.0,Liquid,0.0294,130.847,4.0,https://api.spotify.com/v1/tracks/0CMajrnQq6lvUszgj0lIbl,audio_features,spotify:track:0CMajrnQq6lvUszgj0lIbl,0.881,
54,1.04e-05,https://api.spotify.com/v1/audio-analysis/5DoGmC66uLfeVj04bL6x7n,luxury elite,0.453,127746.0,0.696,5DoGmC66uLfeVj04bL6x7n,0.972,2.0,0.409,-13.314,1.0,Speedboat,0.0349,180.253,4.0,https://api.spotify.com/v1/tracks/5DoGmC66uLfeVj04bL6x7n,audio_features,spotify:track:5DoGmC66uLfeVj04bL6x7n,0.194,
55,0.527,https://api.spotify.com/v1/audio-analysis/1bv6Zzr5RrMC3E7TdmCNd2,luxury elite,0.698,170621.0,0.403,1bv6Zzr5RrMC3E7TdmCNd2,0.81,4.0,0.114,-16.314,1.0,Up Next,0.0424,129.19,4.0,https://api.spotify.com/v1/tracks/1bv6Zzr5RrMC3E7TdmCNd2,audio_features,spotify:track:1bv6Zzr5RrMC3E7TdmCNd2,0.514,
56,0.00519,https://api.spotify.com/v1/audio-analysis/2DtCKmcDt1YAmsxhQAIT9X,luxury elite,0.733,170328.0,0.685,2DtCKmcDt1YAmsxhQAIT9X,0.0256,11.0,0.184,-8.906,0.0,Bubblegum (Bonus Track),0.0649,135.24,4.0,https://api.spotify.com/v1/tracks/2DtCKmcDt1YAmsxhQAIT9X,audio_features,spotify:track:2DtCKmcDt1YAmsxhQAIT9X,0.6,
57,0.176,https://api.spotify.com/v1/audio-analysis/5fsxinBwOSpAgoJPE77JO4,luxury elite,0.722,123900.0,0.852,5fsxinBwOSpAgoJPE77JO4,0.879,1.0,0.104,-9.606,1.0,Jam City USA (Bonus Track),0.0508,156.273,4.0,https://api.spotify.com/v1/tracks/5fsxinBwOSpAgoJPE77JO4,audio_features,spotify:track:5fsxinBwOSpAgoJPE77JO4,0.684,
58,0.253,https://api.spotify.com/v1/audio-analysis/2U4EA6sDYVC7a9XDM3Al4W,Phil Gerus,0.768,179779.0,0.494,2U4EA6sDYVC7a9XDM3Al4W,0.804,10.0,0.0946,-11.407,0.0,Bring Me There,0.0859,95.974,4.0,https://api.spotify.com/v1/tracks/2U4EA6sDYVC7a9XDM3Al4W,audio_features,spotify:track:2U4EA6sDYVC7a9XDM3Al4W,0.495,
59,0.00159,https://api.spotify.com/v1/audio-analysis/2uOXzjxGcFf5Co07yoFrNd,Phil Gerus,0.655,141317.0,0.514,2uOXzjxGcFf5Co07yoFrNd,0.372,10.0,0.0667,-5.864,1.0,Milk & Honey,0.0469,95.591,4.0,https://api.spotify.com/v1/tracks/2uOXzjxGcFf5Co07yoFrNd,audio_features,spotify:track:2uOXzjxGcFf5Co07yoFrNd,0.757,
60,0.0695,https://api.spotify.com/v1/audio-analysis/2YUImATG0nQnqtjxlpUi48,ESPRIT 空想,0.546,96719.0,0.755,2YUImATG0nQnqtjxlpUi48,0.000237,3.0,0.239,-3.423,0.0,Showme,0.0261,99.29,4.0,https://api.spotify.com/v1/tracks/2YUImATG0nQnqtjxlpUi48,audio_features,spotify:track:2YUImATG0nQnqtjxlpUi48,0.815,
0,0.316,https://api.spotify.com/v1/audio-analysis/6GoFm9E3Nkjve72dwOhmXj,Zeca Pagodinho,0.75,168893.0,0.689,6GoFm9E3Nkjve72dwOhmXj,0.0,0.0,0.0503,-6.701,1.0,Camarão Que Dorme A Onda Leva,0.0687,106.236,4.0,https://api.spotify.com/v1/tracks/6GoFm9E3Nkjve72dwOhmXj,audio_features,spotify:track:6GoFm9E3Nkjve72dwOhmXj,0.681,
1,0.559,https://api.spotify.com/v1/audio-analysis/5KDgtCIqnrnIb9thLNFc3j,Grupo Fundo De Quintal,0.445,296067.0,0.84,5KDgtCIqnrnIb9thLNFc3j,0.0,5.0,0.737,-10.82,1.0,A Batucada Dos Nossos Tantãs / Do Fundo Do Nosso Quintal,0.133,111.645,4.0,https://api.spotify.com/v1/tracks/5KDgtCIqnrnIb9thLNFc3j,audio_features,spotify:track:5KDgtCIqnrnIb9thLNFc3j,0.601,
2,0.35,https://api.spotify.com/v1/audio-analysis/1MnbzON2M0Md10P9BJZElG,"Diogo Nogueira, Martinho da Vila, Zeca Pagodinho, Jorge Aragão & Dona Ivone Lara",0.666,241759.0,0.703,1MnbzON2M0Md10P9BJZElG,3.12e-06,9.0,0.233,-8.157,0.0,Poder da Criação,0.049,92.031,4.0,https://api.spotify.com/v1/tracks/1MnbzON2M0Md10P9BJZElG,audio_features,spotify:track:1MnbzON2M0Md10P9BJZElG,0.889,
3,0.415,https://api.spotify.com/v1/audio-analysis/3Hvhm0NXjx5mI0OOkPk06E,Zeca Pagodinho,0.529,212493.0,0.775,3Hvhm0NXjx5mI0OOkPk06E,0.0,11.0,0.779,-7.158,0.0,Maneiras - Ao Vivo,0.0606,153.423,4.0,https://api.spotify.com/v1/tracks/3Hvhm0NXjx5mI0OOkPk06E,audio_features,spotify:track:3Hvhm0NXjx5mI0OOkPk06E,0.564,
