,acousticness,analysis_url,artist,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,song_title,speechiness,tempo,time_signature,track_href,type,uri,valence,0
14,0.914,https://api.spotify.com/v1/audio-analysis/5NhuQJvgVRcZ0RgK9G2xoe,Bill Charlap Trio,0.558,301307.0,0.184,5NhuQJvgVRcZ0RgK9G2xoe,0.869,2.0,0.0978,-21.95,1.0,The One I Love Belongs To Somebody Else,0.0523,107.206,4.0,https://api.spotify.com/v1/tracks/5NhuQJvgVRcZ0RgK9G2xoe,audio_features,spotify:track:5NhuQJvgVRcZ0RgK9G2xoe,0.516,
15,0.298,https://api.spotify.com/v1/audio-analysis/1fRgas4K89lV79mceU8DUL,Ezra Collective,0.514,316093.0,0.712,1fRgas4K89lV79mceU8DUL,0.894,11.0,0.0959,-9.378,0.0,The Philosopher,0.0429,127.416,4.0,https://api.spotify.com/v1/tracks/1fRgas4K89lV79mceU8DUL,audio_features,spotify:track:1fRgas4K89lV79mceU8DUL,0.717,
16,0.392,https://api.spotify.com/v1/audio-analysis/40TMWT4FHQKrbb6NgfWAJ5,Blue Lab Beats,0.849,196587.0,0.529,40TMWT4FHQKrbb6NgfWAJ5,0.191,7.0,0.105,-10.038,1.0,Pineapple,0.141,99.983,4.0,https://api.spotify.com/v1/tracks/40TMWT4FHQKrbb6NgfWAJ5,audio_features,spotify:track:40TMWT4FHQKrbb6NgfWAJ5,0.538,
17,0.0444,https://api.spotify.com/v1/audio-analysis/6YlYjyctoV7g3GoOKwqkzg,Ralf Gustke,0.443,316534.0,0.694,6YlYjyctoV7g3GoOKwqkzg,0.919,9.0,0.107,-8.681,0.0,"Flying Days (feat. Joo Kraus, Jesse Milliner & Claus Fischer)",0.0617,126.351,4.0,https://api.spotify.com/v1/tracks/6YlYjyctoV7g3GoOKwqkzg,audio_features,spotify:track:6YlYjyctoV7g3GoOKwqkzg,0.708,
18,0.00901,https://api.spotify.com/v1/audio-analysis/5F94xwkqdk4TXHyKgfonfK,Sly5thave.,0.71,274067.0,0.535,5F94xwkqdk4TXHyKgfonfK,0.619,10.0,0.183,-7.255,0.0,Shiznit,0.0261,100.972,4.0,https://api.spotify.com/v1/tracks/5F94xwkqdk4TXHyKgfonfK,audio_features,spotify:track:5F94xwkqdk4TXHyKgfonfK,0.398,
19,0.104,https://api.spotify.com/v1/audio-analysis/3EMajaJRxFgN4VoRUY9CSd,Christian Scott aTunde Adjuah,0.531,271199.0,0.863,3EMajaJRxFgN4VoRUY9CSd,8.94e-05,10.0,0.274,-4.815,0.0,Freedom Is A Word (feat. Vic Mensa ),0.121,86.503,4.0,https://api.spotify.com/v1/tracks/3EMajaJRxFgN4VoRUY9CSd,audio_features,spotify:track:3EMajaJRxFgN4VoRUY9CSd,0.403,
20,0.027,https://api.spotify.com/v1/audio-analysis/2GkLGC3n7GL917qqWs9PcT,GoGo Penguin,0.34,297539.0,0.732,2GkLGC3n7GL917qqWs9PcT,0.894,1.0,0.109,-10.648,1.0,Raven,0.0435,151.442,4.0,https://api.spotify.com/v1/tracks/2GkLGC3n7GL917qqWs9PcT,audio_features,spotify:track:2GkLGC3n7GL917qqWs9PcT,0.514,
21,0.806,https://api.spotify.com/v1/audio-analysis/0v3ltx79Rd6hBqLbDN82g0,Ross McHenry Trio,0.412,392000.0,0.391,0v3ltx79Rd6hBqLbDN82g0,0.886,2.0,0.101,-15.609,1.0,It's Not How I Remembered It,0.0311,103.683,3.0,https://api.spotify.com/v1/tracks/0v3ltx79Rd6hBqLbDN82g0,audio_features,spotify:track:0v3ltx79Rd6hBqLbDN82g0,0.189,
22,0.906,https://api.spotify.com/v1/audio-analysis/5AJVJWIg8TsoWX3lrvldLS,Courtney Pine,0.456,292828.0,0.135,5AJVJWIg8TsoWX3lrvldLS,0.226,0.0,0.0998,-14.595,0.0,The Morning After the Night Before,0.037,128.282,4.0,https://api.spotify.com/v1/tracks/5AJVJWIg8TsoWX3lrvldLS,audio_features,spotify:track:5AJVJWIg8TsoWX3lrvldLS,0.287,
23,0.895,https://api.spotify.com/v1/audio-analysis/5DoGwwQAlYumpSSlDNMOwY,Norah Jones,0.493,192421.0,0.0726,5DoGwwQAlYumpSSlDNMOwY,0.00176,0.0,0.105,-19.821,1.0,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,0.0367,95.87,3.0,https://api.spotify.com/v1/tracks/5DoGwwQAlYumpSSlDNMOwY,audio_features,spotify:track:5DoGwwQAlYumpSSlDNMOwY,0.234,
24,0.753,https://api.spotify.com/v1/audio-analysis/41o1U38VdGgqcmIseAZJ43,Marcus Daves,0.621,184348.0,0.503,41o1U38VdGgqcmIseAZJ43,0.91,5.0,0.341,-11.546,0.0,Everyday,0.0761,160.288,4.0,https://api.spotify.com/v1/tracks/41o1U38VdGgqcmIseAZJ43,audio_features,spotify:track:41o1U38VdGgqcmIseAZJ43,0.657,
25,0.931,https://api.spotify.com/v1/audio-analysis/6zBjRy5JE9cAzNFQdob4sV,Joran Cariou Trio,0.445,239947.0,0.323,6zBjRy5JE9cAzNFQdob4sV,0.912,1.0,0.106,-18.11,0.0,Share,0.0511,122.408,4.0,https://api.spotify.com/v1/tracks/6zBjRy5JE9cAzNFQdob4sV,audio_features,spotify:track:6zBjRy5JE9cAzNFQdob4sV,0.438,
26,0.9,https://api.spotify.com/v1/audio-analysis/6c12TT4XjHnZrX5fs2TVVc,New Cool Collective,0.678,300667.0,0.345,6c12TT4XjHnZrX5fs2TVVc,0.174,5.0,0.113,-10.399,1.0,Villechaize,0.0303,88.424,4.0,https://api.spotify.com/v1/tracks/6c12TT4XjHnZrX5fs2TVVc,audio_features,spotify:track:6c12TT4XjHnZrX5fs2TVVc,0.479,
27,0.777,https://api.spotify.com/v1/audio-analysis/6BY7p2YTRniJcgrJpCNpzs,Andy Laverne,0.333,378787.0,0.207,6BY7p2YTRniJcgrJpCNpzs,0.00263,5.0,0.0653,-19.995,1.0,Paramour No More,0.0342,93.862,4.0,https://api.spotify.com/v1/tracks/6BY7p2YTRniJcgrJpCNpzs,audio_features,spotify:track:6BY7p2YTRniJcgrJpCNpzs,0.269,
28,0.88,https://api.spotify.com/v1/audio-analysis/48Ts5CrSZskRT6lwTbN16B,Onyx Collective,0.375,229889.0,0.154,48Ts5CrSZskRT6lwTbN16B,0.788,7.0,0.111,-13.786,1.0,Fruit Stand,0.0388,138.208,3.0,https://api.spotify.com/v1/tracks/48Ts5CrSZskRT6lwTbN16B,audio_features,spotify:track:48Ts5CrSZskRT6lwTbN16B,0.446,
29,0.0722,https://api.spotify.com/v1/audio-analysis/2g4fT7WCku1saZeQa3a4L9,Ambient Jazz Ensemble,0.43,317205.0,0.451,2g4fT7WCku1saZeQa3a4L9,0.853,6.0,0.135,-11.556,1.0,Agfacolor,0.0292,89.884,4.0,https://api.spotify.com/v1/tracks/2g4fT7WCku1saZeQa3a4L9,audio_features,spotify:track:2g4fT7WCku1saZeQa3a4L9,0.136,
30,0.843,https://api.spotify.com/v1/audio-analysis/3iYlKMzDD2kbnwo10nxZF9,Harold Danko,0.352,407667.0,0.231,3iYlKMzDD2kbnwo10nxZF9,0.708,11.0,0.155,-20.244,1.0,Sky Blues,0.0361,95.756,3.0,https://api.spotify.com/v1/tracks/3iYlKMzDD2kbnwo10nxZF9,audio_features,spotify:track:3iYlKMzDD2kbnwo10nxZF9,0.203,
31,0.756,https://api.spotify.com/v1/audio-analysis/520KTS2juoKhQZW7zo7MRE,Didier Lockwood,0.406,398520.0,0.228,520KTS2juoKhQZW7zo7MRE,0.911,0.0,0.287,-18.831,1.0,Open Doors,0.0362,84.787,4.0,https://api.spotify.com/v1/tracks/520KTS2juoKhQZW7zo7MRE,audio_features,spotify:track:520KTS2juoKhQZW7zo7MRE,0.288,
32,0.792,https://api.spotify.com/v1/audio-analysis/1EI3kyPUvDQHy4vfYkRv0T,Corpo,0.48,440800.0,0.532,1EI3kyPUvDQHy4vfYkRv0T,0.445,11.0,0.118,-11.19,1.0,Solid,0.0335,94.408,4.0,https://api.spotify.com/v1/tracks/1EI3kyPUvDQHy4vfYkRv0T,audio_features,spotify:track:1EI3kyPUvDQHy4vfYkRv0T,0.264,
33,0.649,https://api.spotify.com/v1/audio-analysis/3a9cbtuFqFVpfCUoiS2jO4,Jimmy Chamberlin Complex,0.473,257187.0,0.313,3a9cbtuFqFVpfCUoiS2jO4,0.866,5.0,0.0852,-15.487,1.0,Thoughts of Days Long Past,0.0314,119.933,4.0,https://api.spotify.com/v1/tracks/3a9cbtuFqFVpfCUoiS2jO4,audio_features,spotify:track:3a9cbtuFqFVpfCUoiS2jO4,0.0538,
34,0.945,https://api.spotify.com/v1/audio-analysis/7ex7A3lUZfRhflrrvgZFWH,Joey Alexander,0.483,430941.0,0.151,7ex7A3lUZfRhflrrvgZFWH,0.92,1.0,0.694,-19.803,1.0,Ugly Beauty,0.0384,92.501,3.0,https://api.spotify.com/v1/tracks/7ex7A3lUZfRhflrrvgZFWH,audio_features,spotify:track:7ex7A3lUZfRhflrrvgZFWH,0.191,
35,0.0777,https://api.spotify.com/v1/audio-analysis/0o9GhWQzGqbreSXkoVbHxR,Mike Casey,0.407,394913.0,0.699,0o9GhWQzGqbreSXkoVbHxR,0.724,4.0,0.11,-7.201,0.0,Norwegian Wood - Live from Sofar Sounds NYC,0.0389,132.133,4.0,https://api.spotify.com/v1/tracks/0o9GhWQzGqbreSXkoVbHxR,audio_features,spotify:track:0o9GhWQzGqbreSXkoVbHxR,0.394,
36,0.414,https://api.spotify.com/v1/audio-analysis/4VsHWEjezAbZz9mhWqaQS7,Andy Laverne,0.42,381507.0,0.307,4VsHWEjezAbZz9mhWqaQS7,0.0276,3.0,0.0728,-18.872,0.0,Avanti,0.0322,151.162,4.0,https://api.spotify.com/v1/tracks/4VsHWEjezAbZz9mhWqaQS7,audio_features,spotify:track:4VsHWEjezAbZz9mhWqaQS7,0.545,
37,0.744,https://api.spotify.com/v1/audio-analysis/7F9HHm35UtA1DKcD9Igv7T,André Manoukian,0.498,216515.0,0.154,7F9HHm35UtA1DKcD9Igv7T,0.797,1.0,0.102,-22.131,1.0,Apatride,0.0499,97.601,3.0,https://api.spotify.com/v1/tracks/7F9HHm35UtA1DKcD9Igv7T,audio_features,spotify:track:7F9HHm35UtA1DKcD9Igv7T,0.0732,
38,0.817,https://api.spotify.com/v1/audio-analysis/27YLzmcjtwz0NJv5pamptZ,Brian Blade & The Fellowship Band,0.418,501711.0,0.318,27YLzmcjtwz0NJv5pamptZ,0.807,7.0,0.104,-12.758,1.0,Duality,0.0359,134.692,3.0,https://api.spotify.com/v1/tracks/27YLzmcjtwz0NJv5pamptZ,audio_features,spotify:track:27YLzmcjtwz0NJv5pamptZ,0.125,
39,0.00384,https://api.spotify.com/v1/audio-analysis/6HMul3JC5EFCQwkvt52Q2U,Christian Scott aTunde Adjuah,0.728,122698.0,0.395,6HMul3JC5EFCQwkvt52Q2U,0.154,4.0,0.0901,-8.538,0.0,Gerrymandering Game,0.097,99.075,4.0,https://api.spotify.com/v1/tracks/6HMul3JC5EFCQwkvt52Q2U,audio_features,spotify:track:6HMul3JC5EFCQwkvt52Q2U,0.75,
40,0.814,https://api.spotify.com/v1/audio-analysis/2tVlkKJkL5xbpwadVQNoQ6,Jonathan Greenstein,0.377,269026.0,0.258,2tVlkKJkL5xbpwadVQNoQ6,0.262,8.0,0.115,-17.297,0.0,Once You're There,0.0317,82.91,1.0,https://api.spotify.com/v1/tracks/2tVlkKJkL5xbpwadVQNoQ6,audio_features,spotify:track:2tVlkKJkL5xbpwadVQNoQ6,0.328,
41,0.749,https://api.spotify.com/v1/audio-analysis/5KtdndjjwcRPMO6kl129TG,Jazz At Lincoln Center Orchestra,0.446,485505.0,0.454,5KtdndjjwcRPMO6kl129TG,0.0416,7.0,0.717,-9.337,1.0,Very Early,0.0431,125.297,3.0,https://api.spotify.com/v1/tracks/5KtdndjjwcRPMO6kl129TG,audio_features,spotify:track:5KtdndjjwcRPMO6kl129TG,0.19,
42,0.0196,https://api.spotify.com/v1/audio-analysis/1mfxrRFQlwVefmgTQfbGMy,Agung Munthe,0.547,345159.0,0.455,1mfxrRFQlwVefmgTQfbGMy,0.865,8.0,0.112,-9.701,0.0,Afternoon Stroll (feat. Ticco Laksana & Jessi Mates),0.0367,95.993,4.0,https://api.spotify.com/v1/tracks/1mfxrRFQlwVefmgTQfbGMy,audio_features,spotify:track:1mfxrRFQlwVefmgTQfbGMy,0.363,
43,0.301,https://api.spotify.com/v1/audio-analysis/3greuXqhFhNdQ7qYl0qmwd,Lydian Collective,0.434,227150.0,0.625,3greuXqhFhNdQ7qYl0qmwd,0.923,2.0,0.173,-7.56,0.0,Thirty One,0.0354,103.586,3.0,https://api.spotify.com/v1/tracks/3greuXqhFhNdQ7qYl0qmwd,audio_features,spotify:track:3greuXqhFhNdQ7qYl0qmwd,0.771,
44,0.803,https://api.spotify.com/v1/audio-analysis/2qc30uT0GLTAI8sRbHeTvn,Courtney Pine,0.543,336500.0,0.201,2qc30uT0GLTAI8sRbHeTvn,0.875,0.0,0.105,-17.377,0.0,Rivers of Blood,0.0387,124.33,4.0,https://api.spotify.com/v1/tracks/2qc30uT0GLTAI8sRbHeTvn,audio_features,spotify:track:2qc30uT0GLTAI8sRbHeTvn,0.168,
45,0.643,https://api.spotify.com/v1/audio-analysis/2m9qCOrGUqNfi5ssNXktKp,Kamasi Washington,0.217,231941.0,0.865,2m9qCOrGUqNfi5ssNXktKp,0.761,3.0,0.107,-6.719,1.0,Knowledge,0.161,77.548,4.0,https://api.spotify.com/v1/tracks/2m9qCOrGUqNfi5ssNXktKp,audio_features,spotify:track:2m9qCOrGUqNfi5ssNXktKp,0.365,
46,0.0918,https://api.spotify.com/v1/audio-analysis/27lrM9644ClEzaUMhDEH8Y,Christian Scott aTunde Adjuah,0.694,300115.0,0.827,27lrM9644ClEzaUMhDEH8Y,0.917,10.0,0.0594,-7.089,0.0,Unrigging November,0.0519,113.002,4.0,https://api.spotify.com/v1/tracks/27lrM9644ClEzaUMhDEH8Y,audio_features,spotify:track:27lrM9644ClEzaUMhDEH8Y,0.749,
47,0.213,https://api.spotify.com/v1/audio-analysis/6mpb3QQ6NIh5e35cXLQkWf,Aki Rissanen,0.63,235210.0,0.282,6mpb3QQ6NIh5e35cXLQkWf,0.695,3.0,0.071,-17.383,0.0,New Life And Other Beginnings,0.0756,78.513,4.0,https://api.spotify.com/v1/tracks/6mpb3QQ6NIh5e35cXLQkWf,audio_features,spotify:track:6mpb3QQ6NIh5e35cXLQkWf,0.559,
48,0.562,https://api.spotify.com/v1/audio-analysis/1oUNHz0U5mj3b6jNnV8DnE,Joey Alexander,0.453,506099.0,0.371,1oUNHz0U5mj3b6jNnV8DnE,0.654,8.0,0.702,-18.96,1.0,Evidence,0.0435,108.355,4.0,https://api.spotify.com/v1/tracks/1oUNHz0U5mj3b6jNnV8DnE,audio_features,spotify:track:1oUNHz0U5mj3b6jNnV8DnE,0.459,
49,0.979,https://api.spotify.com/v1/audio-analysis/6dFkAp5ktA6vcO6KviT3vl,Mikkel Ploug,0.623,163173.0,0.18,6dFkAp5ktA6vcO6KviT3vl,0.878,7.0,0.109,-26.433,1.0,Circle Wind,0.0529,112.441,3.0,https://api.spotify.com/v1/tracks/6dFkAp5ktA6vcO6KviT3vl,audio_features,spotify:track:6dFkAp5ktA6vcO6KviT3vl,0.961,
50,0.732,https://api.spotify.com/v1/audio-analysis/5b23qY0nrTwGFbFAICE1mV,Gerald Cannon,0.6,465144.0,0.325,5b23qY0nrTwGFbFAICE1mV,0.578,5.0,0.102,-13.732,0.0,A Thought,0.0304,119.243,4.0,https://api.spotify.com/v1/tracks/5b23qY0nrTwGFbFAICE1mV,audio_features,spotify:track:5b23qY0nrTwGFbFAICE1mV,0.353,
51,0.462,https://api.spotify.com/v1/audio-analysis/25acTxtPu9jpq3Btr8LWc1,Antonio Adolfo,0.669,350360.0,0.596,25acTxtPu9jpq3Btr8LWc1,0.638,11.0,0.134,-7.677,1.0,Deluge,0.0345,90.058,4.0,https://api.spotify.com/v1/tracks/25acTxtPu9jpq3Btr8LWc1,audio_features,spotify:track:25acTxtPu9jpq3Btr8LWc1,0.479,
52,0.331,https://api.spotify.com/v1/audio-analysis/6xrwKRPvVAKBLF365OA8MV,QNA,0.484,346158.0,0.656,6xrwKRPvVAKBLF365OA8MV,1.07e-05,10.0,0.104,-10.353,0.0,Retrograde,0.148,167.7,4.0,https://api.spotify.com/v1/tracks/6xrwKRPvVAKBLF365OA8MV,audio_features,spotify:track:6xrwKRPvVAKBLF365OA8MV,0.306,
53,0.928,https://api.spotify.com/v1/audio-analysis/3AwlwjvJCxTgHlHvTpqr4C,John Raymond,0.307,540423.0,0.292,3AwlwjvJCxTgHlHvTpqr4C,0.955,10.0,0.679,-14.686,0.0,Minor Silverstein (feat. Gilad Hekselman & Colin Stranahan),0.036,147.067,4.0,https://api.spotify.com/v1/tracks/3AwlwjvJCxTgHlHvTpqr4C,audio_features,spotify:track:3AwlwjvJCxTgHlHvTpqr4C,0.15,
54,0.747,https://api.spotify.com/v1/audio-analysis/3rrLCFMrZyGk2FBeD8GdbG,Chantae Cann,0.858,314909.0,0.301,3rrLCFMrZyGk2FBeD8GdbG,0.191,1.0,0.146,-15.586,0.0,U Gotta Love Ya,0.192,132.891,4.0,https://api.spotify.com/v1/tracks/3rrLCFMrZyGk2FBeD8GdbG,audio_features,spotify:track:3rrLCFMrZyGk2FBeD8GdbG,0.666,
55,0.668,https://api.spotify.com/v1/audio-analysis/0KGWNlcHFLye2onYq0q4ul,Benny Benack III,0.519,322435.0,0.423,0KGWNlcHFLye2onYq0q4ul,0.00015,4.0,0.0427,-9.513,0.0,One of a Kind,0.165,164.414,4.0,https://api.spotify.com/v1/tracks/0KGWNlcHFLye2onYq0q4ul,audio_features,spotify:track:0KGWNlcHFLye2onYq0q4ul,0.636,
56,0.805,https://api.spotify.com/v1/audio-analysis/39bsNjvZt6mXtVc5wkQkuU,Diggs Duke,0.821,203831.0,0.56,39bsNjvZt6mXtVc5wkQkuU,0.852,6.0,0.0774,-14.821,1.0,Gettin' Up - Instrumental,0.0738,93.096,4.0,https://api.spotify.com/v1/tracks/39bsNjvZt6mXtVc5wkQkuU,audio_features,spotify:track:39bsNjvZt6mXtVc5wkQkuU,0.819,
57,0.771,https://api.spotify.com/v1/audio-analysis/3m2uclOJt6H2QuJOL7xY6e,Brian Blade & The Fellowship Band,0.323,320628.0,0.323,3m2uclOJt6H2QuJOL7xY6e,0.875,9.0,0.111,-12.074,0.0,Broken Leg Days,0.0328,77.023,3.0,https://api.spotify.com/v1/tracks/3m2uclOJt6H2QuJOL7xY6e,audio_features,spotify:track:3m2uclOJt6H2QuJOL7xY6e,0.21,
0,0.505,https://api.spotify.com/v1/audio-analysis/716ee4WXvayYh2RnB2fN1F,Frank Sinatra,0.64,147520.0,0.296,716ee4WXvayYh2RnB2fN1F,4.66e-06,4.0,0.083,-12.266,0.0,Fly Me To The Moon - Remastered 2008,0.0585,119.647,4.0,https://api.spotify.com/v1/tracks/716ee4WXvayYh2RnB2fN1F,audio_features,spotify:track:716ee4WXvayYh2RnB2fN1F,0.387,
1,0.84,https://api.spotify.com/v1/audio-analysis/3eQwtgoiVKbaYuX0ITe2fU,Nat King Cole,0.306,207440.0,0.117,3eQwtgoiVKbaYuX0ITe2fU,0.00527,5.0,0.121,-18.713,1.0,Unforgettable,0.0322,74.319,4.0,https://api.spotify.com/v1/tracks/3eQwtgoiVKbaYuX0ITe2fU,audio_features,spotify:track:3eQwtgoiVKbaYuX0ITe2fU,0.142,
2,0.929,https://api.spotify.com/v1/audio-analysis/5hzDqrcTySa1Ek9nRCRd7Q,Norah Jones,0.488,168107.0,0.22,5hzDqrcTySa1Ek9nRCRd7Q,0.27,10.0,0.109,-14.811,1.0,Carry On,0.0391,80.08,3.0,https://api.spotify.com/v1/tracks/5hzDqrcTySa1Ek9nRCRd7Q,audio_features,spotify:track:5hzDqrcTySa1Ek9nRCRd7Q,0.391,
3,0.927,https://api.spotify.com/v1/audio-analysis/7vAGOTMUkliYkkBA87bMKh,Buddy Greco,0.508,224413.0,0.332,7vAGOTMUkliYkkBA87bMKh,0.0,9.0,0.106,-9.224,1.0,One for My Baby,0.104,72.099,4.0,https://api.spotify.com/v1/tracks/7vAGOTMUkliYkkBA87bMKh,audio_features,spotify:track:7vAGOTMUkliYkkBA87bMKh,0.21,
4,0.848,https://api.spotify.com/v1/audio-analysis/6Z5XZ8fjmWGbkdahOgreVe,Louis Armstrong,0.273,137467.0,0.373,6Z5XZ8fjmWGbkdahOgreVe,0.000241,5.0,0.188,-9.989,1.0,What A Wonderful World,0.0341,77.591,4.0,https://api.spotify.com/v1/tracks/6Z5XZ8fjmWGbkdahOgreVe,audio_features,spotify:track:6Z5XZ8fjmWGbkdahOgreVe,0.147,
5,0.715,https://api.spotify.com/v1/audio-analysis/3G2lWP5eg517FkJNt887cf,Frank Sinatra,0.453,174867.0,0.233,3G2lWP5eg517FkJNt887cf,0.0,10.0,0.118,-13.106,0.0,I Get A Kick Out Of You - 1998 Digital Remaster,0.0331,143.745,4.0,https://api.spotify.com/v1/tracks/3G2lWP5eg517FkJNt887cf,audio_features,spotify:track:3G2lWP5eg517FkJNt887cf,0.617,
